isolate_id,Gene symbol,Scope,Element type,Class,Subclass,Method,% Coverage of reference sequence,% Identity to reference sequence,Accession of closest sequence,passes_recorded_filter
ERR5751308,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR5751308,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR5751308,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR5751308,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR5751308,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR5751308,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR5751308,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR5751308,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR5751308,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR5751308,blaTEM-63,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_055314004.1,True
ERR5751308,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR5751308,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR5751726,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR5751726,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR5751726,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR5751726,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR5751726,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR5751726,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR5751726,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR5751726,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR5751726,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR5751726,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR5751726,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR5751808,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR5751808,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR5751808,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR5751808,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR5751808,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR5751808,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR5751808,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR5751808,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR5751808,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR5751808,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR5751808,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR5751808,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR5751808,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6752863,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6752863,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6752863,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6752863,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6752863,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6752863,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6752863,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6752863,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6752863,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6752863,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR6752863,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6752863,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6752863,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6752889,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6752889,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6752889,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6752889,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6752889,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6752889,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6752889,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6752889,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6752889,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6752889,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6752889,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR6752889,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6752889,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6752889,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6752889,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6752889,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6752889,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6752889,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6752889,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6752889,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6752889,catA1,core,AMR,PHENICOL,CHLORAMPHENICOL,BLASTX,99.09,100.0,WP_000412211.1,True
ERR6752889,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,98.1,100.0,WP_001206316.1,True
ERR6752971,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6752971,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6752971,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6752971,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6752971,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6752971,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6752971,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6752971,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6752971,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6752971,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6752971,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6752971,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6752971,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6752971,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR6752971,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6752971,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6752971,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6752971,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6752971,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6752971,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6753111,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6753111,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6753111,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6753111,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6753111,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6753111,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6753111,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6753111,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6753111,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6753111,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6753111,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6753111,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6753111,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6753111,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6753111,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6753111,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6753111,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6753111,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR6753111,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6753111,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6753111,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6805990,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6805990,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6805990,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6805990,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6805990,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6805990,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6805990,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6805990,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6805990,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6805990,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6805990,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6805990,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6805990,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6805990,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6805990,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6805990,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6805990,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR6805990,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6805990,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6805990,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6805998,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6805998,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6805998,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6805998,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6805998,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6805998,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6805998,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6805998,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6805998,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6805998,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6805998,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6805998,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6805998,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6805998,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6805998,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6805998,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6805998,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6805998,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR6805998,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6805998,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6805998,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6806028,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6806028,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6806028,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6806028,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6806028,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6806028,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6806028,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6806028,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6806028,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6806028,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6806028,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR6806028,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6806028,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6806028,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR6806028,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR6806028,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR6806028,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,58.1,100.0,WP_000186237.1,False
ERR6806075,gyrB_S464F,core,AMR,QUINOLONE,QUINOLONE,POINTX,100.0,99.88,WP_000072047.1,True
ERR6806075,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6806075,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6806075,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6806075,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR6806075,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6806075,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6806075,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR6806075,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR6806125,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR6806125,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR6806125,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR6806125,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR6806125,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR6806125,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR6806125,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR6806125,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR6806125,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR6806125,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR6806125,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR6806125,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR6806125,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR6806125,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR6806125,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR6806125,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR6806125,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR6806125,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
