isolate_id,source_isolate_id,run_accession,sample_accession,country,source_type,source_detail,invasive,year,lineage,sequence_type,clonal_complex,source_group,in_CC25_tree,in_ST335_tree,CC25_order,ST335_order,experiment_accession,accession_basis,XDR_genomic_profile,MDR_genomic_profile,CARB_R_genomic_marker,MAC_R_genomic_marker,genomic_determinants,AMRFinder_class_count,filtered_determinant_count,phenotyped_Kenneth,XDR_phenotype,CC25_panel,ST335_panel,plot_label,matrix_position
ERR10460687,ERR10460687,ERR10460687,ERS13655949,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,162,162,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-05,ST335-05,ERR10460687,162
ERR12078573,ERR12078573,ERR12078573,ERS16427369,South Africa,Human,Urine,No,2023,4,335,25,Other,1,1,163,163,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR12078573,163
ERR9785512,ERR9785512,ERR9785512,ERS12086360,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,164,164,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR9785512,164
ERR12165616,ERR12165616,ERR12165616,ERS16536124,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,165,165,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR12165616,165
ERR10460887,ERR10460887,ERR10460887,ERS13656149,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,166,166,,Supplied isolate accession workbook,0,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,8,15,0,Other,CC25-06,ST335-06,ERR10460887,166
ERR10880335,ERR10880335,ERR10880335,ERS14631805,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,167,167,,Supplied isolate accession workbook,0,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,8,15,0,Other,CC25-06,ST335-06,ERR10880335,167
ERR10880156,ERR10880156,ERR10880156,ERS14631629,South Africa,Human,Unspecified - human,No,2022,4,335,25,Other,1,1,168,168,,Supplied isolate accession workbook,0,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,8,15,0,Other,CC25-06,ST335-06,ERR10880156,168
ERR10880377,ERR10880377,ERR10880377,ERS14631847,South Africa,Human,Blood culture,Yes,2022,4,335,25,Other,1,1,169,169,,Supplied isolate accession workbook,0,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,8,15,0,Other,CC25-06,ST335-06,ERR10880377,169
ERR10088105,ERR10088105,ERR10088105,ERS12764183,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,170,170,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10088105,170
ERR12321284,ERR12321284,ERR12321284,ERS17171918,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,171,171,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-06,ST335-06,ERR12321284,171
ERR9966388,ERR9966388,ERR9966388,ERS12472975,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,172,172,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR9966388,172
ERR10026000,ERR10026000,ERR10026000,ERS12558864,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,173,173,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10026000,173
ERR9822144,ERR9822144,ERR9822144,ERS12149061,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,174,174,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR9822144,174
ERR10088104,ERR10088104,ERR10088104,ERS12764182,South Africa,Human,Unspecified - human,No,2022,4,335,25,South African outbreak,1,1,175,175,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10088104,175
ERR10088102,ERR10088102,ERR10088102,ERS12764180,South Africa,Human,Blood culture,Yes,2022,4,335,25,South African outbreak,1,1,176,176,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10088102,176
ERR9822151,ERR9822151,ERR9822151,ERS12149068,South Africa,Human,Unspecified - human,No,2022,4,335,25,South African outbreak,1,1,177,177,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR9822151,177
ERR10109255,ERR10109255,ERR10109255,ERS12792488,South Africa,Human,Blood culture,Yes,2022,4,335,25,South African outbreak,1,1,178,178,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,19,0,Other,CC25-06,ST335-06,ERR10109255,178
ERR11810274,ERR11810274,ERR11810274,ERS16232368,South Africa,Human,Urine,No,2023,4,335,25,Other,1,1,179,179,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR11810274,179
ERR9966386,ERR9966386,ERR9966386,ERS12472973,South Africa,Human,Blood culture,Yes,2022,4,335,25,South African outbreak,1,1,180,180,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR9966386,180
ERR12259395,ERR12259395,ERR12259395,ERS16917052,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,181,181,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR12259395,181
ERR12091513,ERR12091513,ERR12091513,ERS16451565,South Africa,Human,Blood culture,Yes,2023,4,335,25,Other,1,1,182,182,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR12091513,182
ERR10125140,ERR10125140,ERR10125140,ERS13358373,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,183,183,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,18,0,Other,CC25-06,ST335-06,ERR10125140,183
ERR10949303,ERR10949303,ERR10949303,ERS14699583,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,184,184,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10949303,184
ERR10109277,ERR10109277,ERR10109277,ERS12792510,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,185,185,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10109277,185
ERR10087013,ERR10087013,ERR10087013,ERS12761376,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,186,186,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR10087013,186
ERR12146144,ERR12146144,ERR12146144,ERS16512534,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,187,187,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR12146144,187
ERR11219811,ERR11219811,ERR11219811,ERS14904191,South Africa,Human,Unspecified - human,No,2022,4,335,25,Other,1,1,188,188,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR11219811,188
ERR11420238,ERR11420238,ERR11420238,ERS15420059,South Africa,Human,Blood culture,Yes,2022,4,335,25,Other,1,1,189,189,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR11420238,189
ERR11437918,ERR11437918,ERR11437918,ERS15424282,South Africa,Human,Rectal swab,No,2023,4,335,25,Other,1,1,190,190,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR11437918,190
ERR11807709,ERR11807709,ERR11807709,ERS16229037,South Africa,Human,Unspecified - human,No,2023,4,335,25,Other,1,1,191,191,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-06,ST335-06,ERR11807709,191
ERR10880183,ERR10880183,ERR10880183,ERS14631655,South Africa,Human,Urine,No,2022,4,335,25,Other,1,1,192,192,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-06,ST335-06,ERR10880183,192
ERR10880311,ERR10880311,ERR10880311,ERS14631781,South Africa,Human,Urine,No,2022,4,335,25,Other,1,1,193,193,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-06,ST335-06,ERR10880311,193
ERR10109274,ERR10109274,ERR10109274,ERS12792507,South Africa,Human,Stool,No,2022,4,335,25,South African outbreak,1,1,194,194,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-07,ST335-07,ERR10109274,194
ERR12552381,ERR12552381,ERR12552381,ERS18038303,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,195,195,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-07,ST335-07,ERR12552381,195
ERR12552377,ERR12552377,ERR12552377,ERS18038298,South Africa,Human,Blood culture,Yes,2023,4,335,25,Other,1,1,196,196,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-07,ST335-07,ERR12552377,196
ERR11896635,ERR11896635,ERR11896635,ERS16295999,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,197,197,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-07,ST335-07,ERR11896635,197
ERR9079508,ERR9079508,ERR9079508,ERS10862599,South Africa,Human,Stool,No,2021,4,335,25,Other,1,1,198,198,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA12; dfrA23; blaCTX-M-15; qnrB1; mph(A); sul1; sul2; aac(3)-IId; aac(6')-Ib-cr5; aadA1; aadA2; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,20,0,Other,CC25-07,ST335-07,ERR9079508,198
ERR9420153,ERR9420153,ERR9420153,ERS11375563,South Africa,Human,Unspecified - human,No,2021,4,335,25,Other,1,1,199,199,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR9420153,199
ERR10117717,ERR10117717,ERR10117717,ERS12849498,South Africa,Human,Stool,No,2021,4,335,25,Other,1,1,200,200,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR10117717,200
ERR6806600,ERR6806600,ERR6806600,ERS7645321,South Africa,Human,Urine,No,2021,4,335,25,Other,1,1,201,201,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR6806600,201
ERR7197757,ERR7197757,ERR7197757,ERS8210611,South Africa,Human,Blood culture,Yes,2020,4,335,25,Other,1,1,202,202,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR7197757,202
ERR6806028,ERR6806028,ERR6806028,ERS7644751,South Africa,Human,Stool,No,2020,4,335,25,Other,1,1,203,203,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR6806028,203
ERR9288082,ERR9288082,ERR9288082,ERS11025439,South Africa,Human,Blood culture,Yes,2021,4,335,25,Other,1,1,204,204,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR9288082,204
ERR11455881,ERR11455881,ERR11455881,ERS15530597,South Africa,Human,Stool,No,2023,4,335,25,Other,1,1,205,205,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR11455881,205
ERR6806632,ERR6806632,ERR6806632,ERS7645353,South Africa,Human,Unspecified - human,No,2021,4,335,25,Other,1,1,206,206,,Supplied isolate accession workbook,1,1,0,0,blaTEM-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,8,13,0,Other,CC25-07,ST335-07,ERR6806632,206
ERR4451478,ERR4451478,ERR4451478,ERS4937049,South Africa,Human,Stool,No,2020,4,335,25,Other,1,1,207,207,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR4451478,207
ERR12302226,ERR12302226,ERR12302226,ERS17016853,South Africa,Human,Blood culture,Yes,2023,4,335,25,Other,1,1,208,208,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR12302226,208
ERR12552384,ERR12552384,ERR12552384,ERS18038306,South Africa,Human,Urine,No,2023,4,335,25,Other,1,1,209,209,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR12552384,209
ERR12067334,ERR12067334,ERR12067334,ERS16390356,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,210,210,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR12067334,210
ERR10880424,ERR10880424,ERR10880424,ERS14631894,South Africa,Human,Unspecified - human,No,2022,4,335,25,Other,1,1,211,211,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR10880424,211
ERR10123158,ERR10123158,ERR10123158,ERS12853241,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,212,212,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaTEM-1; blaOXA-1; blaOXA-10; cmlA5; dfrA23; blaCTX-M-15; qnrB1; sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,9,16,0,Other,CC25-07,ST335-07,ERR10123158,212
ERR10176869,ERR10176869,ERR10176869,ERS13445952,South Africa,Human,Blood culture,Yes,2022,4,335,25,Other,1,1,213,213,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,20,0,Other,CC25-07,ST335-07,ERR10176869,213
ERR10880230,ERR10880230,ERR10880230,ERS14631701,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,214,214,,Supplied isolate accession workbook,1,1,0,1,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; mph(A); tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,11,20,0,Other,CC25-07,ST335-07,ERR10880230,214
ERR11453719,ERR11453719,ERR11453719,ERS15482004,South Africa,Human,Stool,No,2022,4,335,25,Other,1,1,215,215,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,19,0,Other,CC25-07,ST335-07,ERR11453719,215
ERR10880157,ERR10880157,ERR10880157,ERS14631630,South Africa,Human,Urine,No,2022,4,335,25,Other,1,1,216,216,,Supplied isolate accession workbook,1,1,0,0,blaSCO-1; blaOXA-1; blaOXA-10; catA1; cmlA5; floR; dfrA14; dfrA23; blaCTX-M-15; qnrB1; tet(A); sul1; sul2; aac(6')-Ib-cr5; aadA1; aph(3'')-Ib; aph(6)-Id; arr-2; qacEdelta1,10,19,0,Other,CC25-07,ST335-07,ERR10880157,216
