Isolate_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
ERR9966390_assembly_contigs,NA,NODE_44_length_4339_cov_78.763961_ERR9966390,93,881,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR9966390_assembly_contigs,NA,NODE_44_length_4339_cov_78.763961_ERR9966390,901,1698,-,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR9966390_assembly_contigs,NA,NODE_44_length_4339_cov_78.763961_ERR9966390,1966,3222,-,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR9966390_assembly_contigs,NA,NODE_44_length_4339_cov_78.763961_ERR9966390,3546,3995,-,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR9966390_assembly_contigs,NA,NODE_45_length_4278_cov_103.993811_ERR9966390,3231,4133,-,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR9966390_assembly_contigs,NA,NODE_48_length_3051_cov_172.043376_ERR9966390,474,1346,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR9966390_assembly_contigs,NA,NODE_50_length_2336_cov_75.281983_ERR9966390,166,717,+,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
ERR9966390_assembly_contigs,NA,NODE_50_length_2336_cov_75.281983_ERR9966390,851,1678,+,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR9966390_assembly_contigs,NA,NODE_50_length_2336_cov_75.281983_ERR9966390,1819,2259,+,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR9966390_assembly_contigs,NA,NODE_53_length_1908_cov_107.616603_ERR9966390,133,921,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
ERR9966390_assembly_contigs,NA,NODE_53_length_1908_cov_107.616603_ERR9966390,1332,1826,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
ERR9966390_assembly_contigs,NA,NODE_57_length_1316_cov_165.740920_ERR9966390,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR9966390_assembly_contigs,NA,NODE_57_length_1316_cov_165.740920_ERR9966390,861,1205,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR9966390_assembly_contigs,NA,NODE_60_length_1142_cov_183.045070_ERR9966390,193,1050,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_32_length_39418_cov_103.134847_ERR9971918,2694,3566,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR9971918_assembly_contigs,NA,NODE_38_length_21621_cov_114.390661_ERR9971918,4429,5640,+,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
ERR9971918_assembly_contigs,NA,NODE_38_length_21621_cov_114.390661_ERR9971918,6246,7442,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
ERR9971918_assembly_contigs,NA,NODE_38_length_21621_cov_114.390661_ERR9971918,8781,9614,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR9971918_assembly_contigs,NA,NODE_38_length_21621_cov_114.390661_ERR9971918,9617,10417,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR9971918_assembly_contigs,NA,NODE_38_length_21621_cov_114.390661_ERR9971918,10481,11293,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,89,538,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,862,2118,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,2386,3183,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,3203,3991,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,4118,4462,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,4459,5295,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_43_length_9854_cov_106.675375_ERR9971918,8439,8996,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR9971918_assembly_contigs,NA,NODE_44_length_6000_cov_141.359798_ERR9971918,72,542,+,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_004201280.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
ERR9971918_assembly_contigs,NA,NODE_45_length_5977_cov_105.790611_ERR9971918,877,1518,-,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_50_length_3824_cov_106.139029_ERR9971918,1582,2778,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_031942321.1,tetracycline efflux MFS transporter Tet(A),NA,NA
ERR9971918_assembly_contigs,NA,NODE_52_length_3341_cov_109.861229_ERR9971918,2316,3218,-,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR9971918_assembly_contigs,NA,NODE_54_length_2706_cov_103.723501_ERR9971918,99,956,+,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
ERR9971918_assembly_contigs,NA,NODE_55_length_2292_cov_102.935181_ERR9971918,144,695,+,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
ERR9971918_assembly_contigs,NA,NODE_55_length_2292_cov_102.935181_ERR9971918,829,1656,+,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR9971918_assembly_contigs,NA,NODE_55_length_2292_cov_102.935181_ERR9971918,1797,2237,+,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR9976609_assembly_contigs,NA,NODE_19_length_105836_cov_94.375521_ERR9976609,102269,103141,+,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
ERR9976609_assembly_contigs,NA,NODE_35_length_21621_cov_91.032088_ERR9976609,4429,5640,+,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,404,404,100,100,404,WP_000214119.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
ERR9976609_assembly_contigs,NA,NODE_35_length_21621_cov_91.032088_ERR9976609,6246,7442,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
ERR9976609_assembly_contigs,NA,NODE_35_length_21621_cov_91.032088_ERR9976609,8781,9614,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR9976609_assembly_contigs,NA,NODE_35_length_21621_cov_91.032088_ERR9976609,9617,10417,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR9976609_assembly_contigs,NA,NODE_35_length_21621_cov_91.032088_ERR9976609,10481,11293,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,89,538,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100,100,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,862,2118,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100,100,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,2386,3183,+,blaOXA-10,oxacillin-hydrolyzing class D beta-lactamase OXA-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,266,266,100,100,266,WP_000846390.1,oxacillin-hydrolyzing class D beta-lactamase OXA-10,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,3203,3991,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001209508.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,4118,4462,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,4459,5295,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR9976609_assembly_contigs,NA,NODE_38_length_9854_cov_88.738749_ERR9976609,8439,8996,-,dfrA23,trimethoprim-resistant dihydrofolate reductase DfrA23,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,186,186,100,100,186,WP_001143450.1,trimethoprim-resistant dihydrofolate reductase DfrA23,NA,NA
ERR9976609_assembly_contigs,NA,NODE_40_length_6002_cov_122.271734_ERR9976609,72,542,+,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_004201280.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
ERR9976609_assembly_contigs,NA,NODE_41_length_5977_cov_90.686255_ERR9976609,877,1518,-,qnrB1,quinolone resistance pentapeptide repeat protein QnrB1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_014386481.1,quinolone resistance pentapeptide repeat protein QnrB1,NA,NA
ERR9976609_assembly_contigs,NA,NODE_47_length_3825_cov_92.014589_ERR9976609,1582,2778,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_031942321.1,tetracycline efflux MFS transporter Tet(A),NA,NA
ERR9976609_assembly_contigs,NA,NODE_50_length_3341_cov_90.608338_ERR9976609,2316,3218,-,mph(A),Mph(A) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,301,301,100,100,301,WP_000219391.1,Mph(A) family macrolide 2'-phosphotransferase,NA,NA
ERR9976609_assembly_contigs,NA,NODE_53_length_2706_cov_84.854395_ERR9976609,1751,2608,-,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
ERR9976609_assembly_contigs,NA,NODE_54_length_2292_cov_89.617345_ERR9976609,56,496,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
ERR9976609_assembly_contigs,NA,NODE_54_length_2292_cov_89.617345_ERR9976609,637,1464,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
ERR9976609_assembly_contigs,NA,NODE_54_length_2292_cov_89.617345_ERR9976609,1598,2149,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
SRR10326268_assembly_contigs,NA,NODE_31_length_2632_cov_339.676756_SRR10326268,841,1482,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR10992537_assembly_contigs,NA,NODE_46_length_2102_cov_326.819736_SRR10992537,841,1482,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR1106479_assembly_contigs,NA,NODE_11_length_175292_cov_54.646382_SRR1106479,152496,155129,+,gyrA_S83F,Salmonella quinolone/triclosan resistant GyrA,core,AMR,POINT,QUINOLONE/TRICLOSAN,QUINOLONE/TRICLOSAN,POINTX,878,878,100,99.89,878,WP_001281271.1,DNA gyrase subunit A GyrA,NA,NA
SRR13277412_assembly_contigs,NA,NODE_29_length_3116_cov_541.197056_SRR13277412,572,1213,+,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13277416_assembly_contigs,NA,NODE_27_length_3116_cov_613.759117_SRR13277416,179,820,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13277434_assembly_contigs,NA,NODE_32_length_3116_cov_240.091669_SRR13277434,1750,2391,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13311773_assembly_contigs,NA,NODE_24_length_3116_cov_304.884577_SRR13311773,726,1367,+,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13312061_assembly_contigs,NA,NODE_29_length_3116_cov_2117.573101_SRR13312061,1599,2240,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13313295_assembly_contigs,NA,NODE_30_length_3116_cov_2640.666444_SRR13313295,2,328,-,qnrB,QnrB family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,PARTIAL_CONTIG_ENDX,109,214,50.93,100,109,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13313295_assembly_contigs,NA,NODE_30_length_3116_cov_2640.666444_SRR13313295,2676,3116,-,qnrB,QnrB family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,PARTIAL_CONTIG_ENDX,147,214,68.69,100,147,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13313312_assembly_contigs,NA,NODE_87_length_3116_cov_794.665440_SRR13313312,179,820,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13719196_assembly_contigs,NA,NODE_28_length_3116_cov_557.442288_SRR13719196,305,946,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13719289_assembly_contigs,NA,NODE_210_length_410_cov_1.575972_SRR13719289,3,410,+,aac(3)-IVa,aminoglycoside N-acetyltransferase AAC(3)-IVa,core,AMR,AMR,AMINOGLYCOSIDE,APRAMYCIN/GENTAMICIN/TOBRAMYCIN,PARTIAL_CONTIG_ENDX,136,258,52.71,100,136,WP_001199192.1,aminoglycoside N-acetyltransferase AAC(3)-IVa,NA,NA
SRR13719289_assembly_contigs,NA,NODE_50_length_3116_cov_234.835062_SRR13719289,1533,2174,+,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR13719289_assembly_contigs,NA,NODE_73_length_692_cov_0.892035_SRR13719289,18,692,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIAL_CONTIG_ENDX,225,271,83.03,99.56,225,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
SRR13719614_assembly_contigs,NA,NODE_28_length_3116_cov_1312.308464_SRR13719614,721,1362,-,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,214,214,100,100,214,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR14360286_assembly_contigs,NA,NODE_26_length_2826_cov_3000.610597_SRR14360286,2258,2824,-,qnrB,QnrB family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,PARTIAL_CONTIG_ENDX,189,214,88.32,100,189,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
SRR14921286_assembly_contigs,NA,NODE_33_length_12641_cov_41.080168_SRR14921286,4429,5640,+,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,BLASTX,404,404,100,99.75,404,WP_000214122.1,chloramphenicol/florfenicol efflux MFS transporter FloR,NA,NA
SRR14921286_assembly_contigs,NA,NODE_33_length_12641_cov_41.080168_SRR14921286,6246,7442,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804063.1,tetracycline efflux MFS transporter Tet(A),NA,NA
SRR14921286_assembly_contigs,NA,NODE_36_length_10971_cov_35.597105_SRR14921286,46,756,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,PARTIALX,237,271,87.45,98.31,237,WP_012695470.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
SRR14921286_assembly_contigs,NA,NODE_36_length_10971_cov_35.597105_SRR14921286,1763,2467,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIALX,235,275,85.45,97.87,235,WP_063855066.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
SRR14921286_assembly_contigs,NA,NODE_36_length_10971_cov_35.597105_SRR14921286,2464,2808,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
