isolate_id,44341_3_304,44341_3_305,44341_3_281,CIV13XE8,44341_3_128,44341_3_131,44341_3_136,CIV13PE7,CIT159B1,CIT15EB1,CIS153C1,CIV147E3,CIT15FH1,CIV143E2,CIU145B1,44341_3_310,CIV13XE2,44341_4_275,CIT15FB1,CIV13XU1,CIV142E6,CIV143U1,CIV143E9,CNS1F3,CAAYSI,CIT15GS1,CIV13RE2,CIV141E6,CIS15HB1,CIV140U1,CIV140E4,CIV140E7,CAAXQV,CIV13UE4,CIS15MR1,CIV13YE6,CIV143E4,CIV13XE5,CIT15GH1,CIV140E1,CIV140E6,CIU13XS1,CIV146E8,CIU149H1,CIV144E6,CIV13VE5,CIV13YE8,CIV144U1,CNSP0U,CNSKFP,CNSLL4,ERR9941258,ERR9929342,ERR9966382,CLL3JA,CNS7YP,BKRRIF,CNS6QU,44341_3_96,44341_3_21,BKRMVD,CAAYDF,CAAXBN,44341_3_165,44341_3_262,44341_3_265,44341_4_286,44341_3_268,44341_3_280,CAAP2A,CNSFP4,CNSDXZ,CAAQXB,CAAR9T,CAAQUT,CAARE3,CLL6CH,ERR10438737,ERR10113269,ERR6752971,ERR5751227,ERR9976609,ERR11219800,ERR12142619,ERR11747325,ERR11502778,ERR7197834,ERR9079758,ERR6806255,ERR6805990,ERR6806776,ERR5750995,ERR6806749,ERR6805998,ERR6806833,ERR12080226,ERR12321283,ERR12321282,ERR12067314,ERR12321281,ERR12142634,ERR6753111,ERR6806796,ERR6806789,ERR9971918,ERR7197741,ERR5751808,ERR12321280,ERR9692774,ERR6752863,SRR9273829,ERR9079830,ERR10880116,ERR5751304,ERR6806714,ERR5751296,ERR4451427,ERR6806125,ERR6806317,ERR12067371,ERR6806075,ERR10176870,ERR10460856,ERR10460902,ERR6806726,ERR12078572,ERR11747320,ERR12495482,ERR5751726,ERR6806512,ERR9924209,ERR10460483,ERR9785511,ERR10087012,ERR9079768,ERR9822149,ERR9822145,ERR9822146,ERR9785509,ERR10176872,ERR9966389,ERR10460765,ERR10109275,ERR11807704,ERR10109276,ERR9785510,ERR9820422,ERR10880181,ERR10088101,ERR12312688,ERR11201827,ERR12312689,ERR12495485,ERR12312692,ERR10123168,ERR10123167,ERR9966387,ERR10949310,ERR10460875,ERR9966390,ERR10176866,ERR10460687,ERR12078573,ERR9785512,ERR12165616,ERR10460887,ERR10880335,ERR10880156,ERR10880377,ERR10088105,ERR12321284,ERR9966388,ERR10026000,ERR9822144,ERR10088104,ERR10088102,ERR9822151,ERR10109255,ERR11810274,ERR9966386,ERR12259395,ERR12091513,ERR10125140,ERR10949303,ERR10109277,ERR10087013,ERR12146144,ERR11219811,ERR11420238,ERR11437918,ERR11807709,ERR10880183,ERR10880311,ERR10109274,ERR12552381,ERR12552377,ERR11896635,ERR9079508,ERR9420153,ERR10117717,ERR6806600,ERR7197757,ERR6806028,ERR9288082,ERR11455881,ERR6806632,ERR4451478,ERR12302226,ERR12552384,ERR12067334,ERR10880424,ERR10123158,ERR10176869,ERR10880230,ERR11453719,ERR10880157,ERR11872767,ERR6752889,ERR9288143,ERR5751308,ERR4399358,ERR4399957,ERR4399362,SRR13833609,SRR13719289,SRR13719614,SRR13313312,SRR13313295,SRR13719196,SRR13277434,SRR13277416,SRR13277412,SRR13311773,SRR13313309,SRR27481822,SRR27481651,SRR27481649,SRR27481520,SRR27481815,SRR7130368,SRR7130370,SRR7130371,SRR13312061,SRR7130369,ERR4400834,ERR4338896,ERR4338560,SRR1106479,ERR3581536,SRR8369293,SRR7842526,SRR8297279,SRR7850690,SRR7884719,SRR8350305,SRR15853458,SRR21224019,SRR20212638,SRR8706049,SRR16227977,ERR4399344,SRR7841631,SRR22691594,SRR16301618,ERR10109287,ERR9680890,SRR14921286,SRR28295566,ERR4145363,ERR4145392,ERR4145410,ERR4145345,SRR8325561,SRR8293522,ERR4145388,ERR4145353,SRR10326268,SRR9627787,SRR27762886,SRR10992537,SRR1646109,SRR7427053,SRR8503644,SRR7457932,SRR2917137,SRR2917139,SRR3137069,SRR6107195,SRR2917138,SRR2917136,SRR5084265,SRR5121494,SRR3001933,SRR5121497,SRR2917140,ERR10368770,ERR160996,SRR5056398,ERR3635287,SRR22175068,SRR21787058,SRR21787324,SRR26858817,SRR27185117,SRR21535455,SRR21535466,SRR26050334,SRR5379276,SRR6457657,SRR14360286,SRR8137438,ERR3635266,SRR1973602,SRR3002514,SRR7467291,ERR4400884,ERR4399363,ERR4401298,ERR4400265,ERR4401598,ERR4401297,ERR4401299,ERR6806710,SRR952929,SRR7292863,SRR1966891,SRR1967735
CIS153C1,1,1,1,2,3,2,2,2,1,1,0,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,17,24,8,8,10,6,8,8,8,7,7,2,2,2,8,12,12,12,12,12,4,12,15,15,16,16,15,15,46,54,31,30,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,56,53,48,112,73,75,75,74,363,165,263,180,181,181,128,183,180,182,169,169,270,229,245,154,147,149,82,146,147,144,143,144,153,150,151,149,144,154,146,150,148,150,151,157,145,146,144,151,147,151,147,146,149,146,146,83,85,83,84,146,85,144,164,151,150,151,152,152,149,148,147,146,146,148,148,146,145,148,147,147,147,83,91,150,146,147,145,143,85,81,83,75,77,73,85,78,89,84,86,81,80,78,90,89,94,93,91,86,99,208,402,399,247,311,10370,10696,7101,10711,10634,10544,10690,10652,10662,10604,10461,10505,10465,10468,10466,10514,10502,10536,10687,10556,9709,9630,9657,9603,9939,9823,9524,9542,9587,9550,9534,9560,9625,10023,9714,9774,9621,9610,10356,9592,9604,9637,10661,10373,10104,10167,10825,10587,10455,10320,10540,10577,10519,10475,10599,10354,10447,11894,10295,10391,8583,8666,8767,8718,8811,8592,8490,8653,8487,8708,8843,8622,7827,7742,7783,7988,7952,7927,7975,7907,7974,7964,7971,8018,8041,7791,7704,7623,7703,7784,7806,7767,7794,7769,7811,7806,7792,7797,7731,7708,7563,7996,7871
CIV147E3,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10375,10696,7100,10711,10635,10543,10695,10652,10665,10603,10460,10504,10464,10467,10465,10513,10502,10535,10686,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9533,9559,9624,10022,9713,9773,9620,9609,10355,9591,9603,9636,10661,10372,10105,10170,10828,10588,10454,10319,10539,10576,10518,10474,10598,10353,10446,11893,10294,10390,8588,8669,8770,8721,8816,8596,8492,8655,8492,8711,8848,8625,7828,7743,7783,7988,7952,7927,7975,7907,7974,7964,7971,8018,8042,7792,7705,7624,7704,7785,7807,7767,7794,7769,7811,7806,7793,7798,7732,7709,7564,7997,7872
CIT15FH1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10370,10696,7100,10710,10634,10543,10690,10652,10662,10603,10460,10504,10464,10467,10465,10513,10502,10535,10686,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9533,9559,9624,10022,9713,9773,9620,9609,10355,9591,9603,9636,10661,10372,10105,10169,10825,10587,10454,10319,10539,10576,10518,10474,10597,10353,10446,11894,10294,10390,8587,8670,8771,8722,8815,8597,8493,8656,8491,8712,8847,8626,7829,7744,7783,7989,7953,7928,7976,7908,7975,7965,7972,8019,8043,7793,7706,7625,7705,7786,7808,7767,7794,7769,7811,7806,7794,7799,7733,7710,7565,7998,7873
CIV143E2,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10370,10695,7100,10708,10634,10543,10690,10652,10662,10603,10460,10504,10464,10467,10465,10513,10502,10535,10686,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9533,9559,9624,10022,9713,9773,9620,9609,10355,9591,9603,9636,10663,10372,10107,10172,10829,10587,10454,10319,10539,10576,10518,10474,10595,10353,10446,11894,10294,10390,8591,8672,8773,8724,8821,8598,8495,8658,8497,8714,8853,8626,7829,7744,7783,7989,7953,7928,7976,7908,7975,7965,7972,8019,8043,7793,7706,7625,7705,7786,7808,7767,7794,7769,7811,7806,7794,7799,7733,7710,7565,7998,7873
CIU145B1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10370,10690,7098,10702,10634,10543,10687,10652,10660,10600,10460,10504,10462,10467,10465,10513,10502,10535,10686,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9531,9559,9624,10020,9713,9773,9618,9609,10355,9591,9601,9634,10661,10372,10105,10170,10819,10579,10454,10319,10539,10574,10518,10474,10589,10353,10446,11894,10294,10390,8587,8668,8769,8720,8815,8595,8493,8654,8491,8710,8847,8626,7827,7742,7783,7987,7953,7928,7976,7908,7975,7965,7970,8017,8041,7790,7706,7625,7705,7784,7805,7767,7794,7769,7811,7806,7794,7799,7731,7708,7565,7998,7873
44341_3_310,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,0,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,17,24,8,8,10,6,8,8,8,7,7,2,2,2,8,12,12,12,12,12,4,12,15,15,16,16,15,15,46,54,31,30,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,56,53,48,112,73,75,75,74,364,165,263,180,181,181,128,183,180,182,169,169,270,229,245,154,147,149,82,146,147,144,143,144,153,150,151,149,144,154,146,150,148,150,151,157,145,146,144,151,147,151,147,146,149,146,146,83,85,83,84,146,84,144,164,151,150,151,152,152,149,148,147,146,146,148,148,146,145,148,147,147,147,83,91,150,146,147,145,143,85,81,83,75,77,73,84,78,89,84,86,80,80,78,90,89,94,93,91,86,99,208,402,399,247,310,10370,10692,7100,10704,10634,10544,10689,10652,10662,10603,10460,10504,10464,10467,10466,10513,10501,10536,10686,10556,9708,9629,9656,9603,9938,9822,9524,9542,9586,9549,9534,9559,9624,10023,9713,9773,9620,9610,10356,9591,9604,9637,10662,10373,10104,10170,10817,10581,10455,10320,10539,10576,10519,10474,10592,10354,10446,11894,10294,10391,8583,8669,8768,8720,8812,8592,8492,8654,8491,8709,8844,8625,7830,7743,7784,7989,7953,7928,7976,7909,7975,7965,7972,8018,8042,7793,7707,7626,7705,7785,7807,7767,7794,7769,7811,7806,7794,7799,7734,7711,7566,7999,7874
CIV13XE2,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,0,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,17,24,8,8,10,6,8,8,8,7,7,2,2,2,8,12,12,12,12,12,4,12,15,15,16,16,15,15,46,54,31,30,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,56,53,48,112,73,75,75,74,363,165,263,180,181,181,128,183,180,182,169,169,270,229,245,154,147,149,82,146,147,144,143,144,153,150,151,149,144,154,146,150,148,150,151,157,145,146,144,151,147,151,147,146,149,146,146,83,85,83,84,146,86,144,164,151,150,151,152,152,149,148,147,146,146,148,148,146,145,148,147,147,147,83,91,150,146,147,145,143,86,81,83,75,78,73,85,78,89,84,86,81,80,78,90,89,94,93,91,86,99,208,402,399,247,311,10370,10694,7101,10708,10634,10544,10690,10652,10662,10604,10461,10505,10465,10468,10466,10514,10502,10536,10687,10556,9709,9630,9657,9603,9939,9823,9524,9542,9587,9550,9534,9560,9625,10023,9714,9774,9621,9610,10356,9592,9604,9637,10661,10373,10105,10169,10825,10583,10455,10320,10541,10577,10519,10475,10595,10354,10447,11895,10295,10391,8589,8670,8771,8722,8818,8597,8493,8656,8494,8712,8850,8626,7830,7745,7784,7990,7954,7929,7977,7909,7976,7966,7973,8020,8044,7794,7707,7626,7706,7787,7809,7768,7795,7770,7812,7807,7795,7800,7734,7711,7566,7999,7874
44341_4_275,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,83,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,84,80,82,74,76,72,83,77,88,83,85,79,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10369,10688,7097,10700,10633,10543,10685,10651,10658,10599,10460,10504,10461,10467,10465,10512,10500,10533,10684,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9531,9559,9623,10019,9713,9773,9617,9609,10355,9591,9600,9633,10660,10372,10103,10169,10813,10577,10454,10319,10539,10573,10518,10474,10588,10353,10446,11894,10294,10390,8580,8665,8764,8716,8808,8587,8490,8650,8488,8705,8840,8625,7826,7740,7783,7986,7953,7928,7976,7908,7975,7965,7969,8015,8039,7789,7706,7625,7704,7782,7804,7767,7794,7769,7811,7805,7794,7799,7730,7707,7565,7998,7873
CIT15FB1,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,2,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,17,24,8,8,10,6,8,8,8,7,7,2,2,2,8,12,12,12,12,12,4,12,15,15,16,16,15,15,46,54,31,30,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,55,53,48,111,73,75,75,74,363,164,263,180,181,181,128,182,179,181,169,169,270,229,245,154,147,149,82,146,147,144,143,144,153,150,151,149,144,153,146,150,148,150,151,157,145,146,144,151,147,151,147,146,149,146,146,83,85,83,84,146,86,144,164,151,150,151,152,152,149,148,147,146,146,148,148,146,145,148,147,147,147,83,91,150,146,147,145,143,86,81,83,75,78,73,85,78,89,84,86,81,80,78,90,89,94,93,91,86,98,208,402,399,247,311,10370,10696,7100,10710,10634,10543,10690,10652,10662,10603,10461,10505,10465,10468,10466,10514,10503,10536,10687,10556,9709,9630,9656,9603,9939,9822,9523,9541,9586,9549,9533,9559,9624,10023,9714,9774,9620,9609,10356,9591,9604,9637,10662,10373,10106,10171,10829,10588,10455,10320,10540,10577,10519,10475,10598,10354,10447,11895,10294,10391,8589,8670,8771,8722,8818,8597,8493,8656,8494,8712,8850,8626,7829,7744,7783,7989,7953,7928,7976,7908,7975,7965,7972,8019,8043,7793,7706,7625,7705,7786,7808,7767,7794,7769,7811,7806,7794,7799,7733,7710,7565,7998,7873
CIV13XU1,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,2,1,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,17,24,8,8,10,6,8,8,8,7,7,2,2,2,8,12,12,12,12,12,4,12,15,15,16,16,15,15,46,54,31,30,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,56,53,48,112,73,75,75,74,364,165,263,180,181,181,128,183,180,182,169,169,270,229,245,154,147,149,82,146,147,144,143,144,153,150,151,149,144,154,146,150,148,150,151,157,145,146,144,151,147,151,147,146,149,146,146,83,85,83,84,146,86,144,164,151,150,151,152,152,149,148,147,146,146,148,148,146,145,148,147,147,147,83,91,150,146,147,145,143,86,81,83,75,78,73,85,78,89,84,86,81,80,78,90,89,94,93,91,86,99,208,402,399,247,311,10371,10697,7101,10711,10635,10544,10691,10653,10663,10604,10461,10505,10465,10468,10466,10514,10503,10536,10687,10556,9709,9630,9657,9603,9939,9823,9524,9542,9587,9550,9534,9560,9625,10023,9714,9774,9621,9610,10356,9592,9604,9637,10663,10373,10107,10171,10827,10589,10455,10320,10540,10577,10519,10475,10598,10354,10447,11895,10295,10391,8584,8667,8768,8719,8812,8594,8490,8653,8488,8709,8844,8622,7825,7740,7782,7986,7950,7925,7973,7905,7972,7962,7969,8016,8039,7789,7702,7621,7701,7782,7804,7765,7792,7767,7809,7804,7790,7795,7729,7706,7561,7994,7869
CIV142E6,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,3,3,2,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,19,18,25,9,9,11,7,9,9,9,8,8,3,3,3,9,13,13,13,13,13,5,12,16,16,17,17,16,16,47,54,32,31,44,33,40,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,44,45,181,188,174,56,54,48,112,74,76,76,75,341,166,263,181,182,182,129,183,180,182,169,170,270,227,242,153,146,148,83,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,83,85,83,84,145,87,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,83,91,149,145,146,144,142,87,82,84,76,79,74,86,79,90,85,87,82,81,79,90,89,94,93,90,86,99,208,391,388,247,311,10366,10692,7096,10706,10630,10539,10686,10648,10658,10603,10456,10500,10460,10463,10461,10509,10498,10531,10682,10551,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9533,9559,9624,10022,9713,9773,9620,9609,10355,9591,9603,9636,10636,10368,10082,10146,10805,10563,10450,10315,10535,10572,10514,10470,10593,10349,10442,11850,10290,10386,8566,8648,8749,8700,8796,8574,8476,8634,8473,8690,8827,8604,7824,7739,7779,7984,7948,7923,7971,7903,7970,7960,7967,8015,8038,7788,7701,7624,7705,7785,7803,7766,7793,7768,7810,7805,7793,7798,7732,7709,7564,7997,7872
CIV143U1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,172,55,52,47,111,72,74,74,73,326,164,262,172,173,173,127,182,179,181,168,168,269,226,242,151,144,146,81,143,144,141,140,141,150,147,148,146,141,151,143,147,145,147,148,154,142,143,141,148,144,148,144,143,146,143,143,82,84,82,83,143,85,141,161,148,147,148,149,149,146,145,144,143,143,145,145,143,142,145,144,144,144,82,90,147,143,144,142,140,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,197,374,372,236,310,10363,10688,7097,10701,10627,10537,10683,10645,10655,10597,10454,10498,10458,10461,10459,10507,10495,10529,10680,10549,9702,9623,9650,9596,9932,9816,9517,9535,9580,9543,9527,9553,9618,10016,9707,9767,9614,9603,10349,9585,9597,9630,10648,10363,10092,10156,10814,10571,10445,10309,10531,10568,10510,10466,10587,10345,10438,11814,10286,10382,8576,8658,8759,8710,8805,8583,8482,8639,8483,8700,8838,8613,7825,7740,7779,7985,7949,7924,7972,7904,7971,7961,7968,8016,8039,7789,7702,7621,7702,7782,7804,7754,7781,7756,7798,7793,7781,7786,7729,7706,7561,7991,7866
CIV143E9,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,11,11,11,11,11,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,180,187,173,55,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,153,145,149,147,149,150,156,144,145,143,150,146,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,148,147,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,84,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10369,10695,7100,10710,10633,10543,10689,10651,10661,10603,10460,10504,10464,10467,10465,10513,10501,10535,10686,10555,9708,9629,9656,9602,9938,9822,9523,9541,9586,9549,9533,9559,9624,10022,9713,9773,9620,9609,10355,9591,9603,9636,10661,10372,10105,10168,10826,10587,10454,10319,10539,10576,10518,10474,10598,10353,10446,11893,10294,10390,8580,8664,8765,8716,8808,8590,8486,8650,8485,8706,8840,8619,7822,7737,7780,7983,7948,7923,7971,7903,7970,7960,7967,8014,8036,7786,7699,7618,7699,7779,7801,7762,7789,7764,7806,7801,7787,7792,7726,7703,7558,7991,7866
CNS1F3,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,10,10,10,10,10,3,11,14,14,14,14,13,13,44,53,30,29,40,29,36,50,46,40,42,52,42,40,40,42,55,54,41,41,41,42,55,54,48,48,45,41,43,44,179,186,172,54,51,45,110,72,74,74,73,360,163,258,179,180,180,127,180,177,179,168,168,269,226,242,151,145,146,80,143,144,142,141,141,150,147,149,146,141,151,143,148,145,148,149,154,142,144,142,148,143,148,145,144,146,144,143,80,82,80,81,143,83,142,162,149,148,148,150,150,145,144,144,143,143,145,145,144,143,145,144,145,145,79,88,148,144,144,143,140,83,79,80,73,75,71,80,76,85,82,83,79,77,75,86,85,90,89,88,83,96,206,398,395,243,305,10105,10425,6919,10440,10363,10272,10417,10380,10391,10334,10193,10241,10201,10203,10200,10247,10229,10270,10417,10292,9471,9395,9421,9371,9692,9589,9294,9314,9360,9322,9306,9331,9395,9790,9483,9545,9383,9375,10112,9364,9371,9404,10424,10140,9863,9930,10582,10343,10220,10083,10299,10338,10286,10242,10357,10121,10216,11663,10062,10161,8338,8421,8522,8473,8565,8350,8244,8407,8243,8463,8596,8378,7600,7515,7559,7760,7725,7700,7748,7680,7747,7737,7744,7791,7812,7562,7474,7401,7479,7556,7578,7539,7566,7541,7583,7578,7564,7569,7504,7481,7336,7750,7630
CAAYSI,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,23,7,7,9,5,7,7,7,6,6,1,1,1,7,10,10,10,10,10,3,11,14,14,15,15,14,14,45,53,30,29,42,31,38,50,46,40,42,53,42,41,41,43,55,54,41,41,41,42,55,55,48,48,45,41,43,44,179,186,172,54,52,47,111,72,74,74,73,363,164,262,179,180,180,127,182,179,181,168,168,269,228,244,153,146,148,81,145,146,143,142,143,152,149,150,148,143,152,145,149,147,149,150,156,144,145,143,150,145,150,146,145,148,145,145,82,84,82,83,145,85,143,163,150,149,150,151,151,147,146,146,145,145,147,147,145,144,147,146,146,146,82,90,149,145,146,144,142,85,80,82,74,77,72,83,77,88,83,85,80,79,77,89,88,93,92,90,85,98,207,401,398,246,310,10363,10680,7093,10692,10625,10535,10677,10643,10650,10591,10452,10496,10453,10459,10457,10505,10493,10527,10678,10547,9700,9621,9648,9594,9930,9814,9515,9533,9578,9541,9523,9551,9616,10011,9705,9765,9609,9601,10347,9582,9592,9625,10653,10363,10097,10164,10808,10569,10445,10307,10531,10565,10509,10466,10580,10345,10438,11886,10284,10382,8573,8657,8758,8708,8801,8583,8482,8643,8478,8699,8833,8615,7815,7730,7772,7975,7942,7917,7965,7897,7964,7954,7958,8006,8029,7778,7695,7616,7695,7772,7793,7755,7782,7757,7799,7794,7782,7787,7719,7696,7554,7985,7860
